annee;numAgglomeration;nbEtablissements;nbEcrans;nbFauteuils;nbMultiplexes;nbSeances;nbEntrees;recettes;tauxOccupation;nbEtablissementsAE;nbEcransAE;nbFauteuilsAE;nbSeancesAE;nbEntreesAE;recettesAE;tauxOccupationAE;populationAgglomeration
2013;67701;5;40;7919;1;79785;2116293;12737957,92;13,63453451;3;12;1543;24297;356211;1949077,93;11,47009415;7839
2014;67701;5;40;7919;1;79630;2143703;12765164,11;13,77877022;3;12;1543;24447;371680;2012822,9;11,86216299;65500
2015;67701;5;40;7900;1;79796;1990441;12105102,82;12,8375992;3;12;1524;24757;342951;1847745,79;10,92598009;31817
2016;67701;5;40;7919;1;80041;1993504;12356763,13;12,75420467;3;12;1543;24475;371357;2015711,47;11,77891767;6150
2017;67701;5;40;7900;1;80289;1929771;12085672,95;12,35577404;3;12;1524;24715;360639;1925214,47;11,51478753;70485
2018;67701;5;40;7900;1;79980;1816708;11612833,52;11,69853447;3;12;1524;24449;363630;1957688,51;11,78907085;504537
2019;67701;5;40;7900;1;78965;1893507;12364557,1;12,37807219;3;12;1524;24320;391074;2128391,42;12,75046167;23131
2020;67701;6;42;8109;1;36897;623817;3968917,5;8,928022464;3;12;1524;13044;165107;897077,98;10,0090326;948433
2010;65501;1;11;2049;1;20615;361074;2446740,65;9,115281907;;;;;;;;1039397
2011;65501;1;11;2049;1;22289;412511;2807694,88;10,01772544;;;;;;;;14541106
2012;65501;1;11;2049;1;22732;385053;2635180,2;9,24594009;;;;;;;;353042
2013;65501;1;11;2049;1;22451;367174;2510483,55;8,951729888;;;;;;;;94500
2014;65501;1;11;2049;1;22565;410892;2822231,4;9,941609749;;;;;;;;20095
2015;65501;1;11;2049;1;22346;408743;2899957,35;9,983579021;;;;;;;;136330
2016;65501;1;11;2049;1;22318;415031;2906213,2;10,17898219;;;;;;;;6691
2017;65501;1;11;2049;1;22471;400076;2885991,89;9,763471153;;;;;;;;8717
2018;65501;1;11;2049;1;22459;377699;2730794,83;9,226478525;;;;;;;;9600
2019;65501;1;11;2049;1;21742;389217;2918678,59;9,855351435;;;;;;;;236730
2020;65501;1;11;1968;1;10852;101803;771712,35;5,265784993;;;;;;;;10706072
2010;57601;4;14;3530;1;17226;740524;5038340,27;16,36171452;1;2;299;2274;35238;153171,5;10,38553017;44239
2011;57601;4;14;3530;1;17551;779925;5365245,15;16,96102677;2;3;457;2718;41313;175186,8;10,09690467;7776
2012;57601;4;14;3530;1;18170;721167;5045580,44;15,16536301;2;3;457;2739;36588;156021,9;8,864896821;129705
2013;57601;4;14;3530;1;18029;665227;4688694,19;13,87547992;2;3;457;2320;26656;112004,4;7,60261939;78876
2014;57601;4;14;3530;1;19085;752278;5072209,98;15,15153895;2;3;457;3340;50115;227659,9;9,996349732;14541106
2015;57601;4;14;3530;1;19352;728084;5015658,19;14,55005741;2;3;457;3695;47981;217692,8;8,676444793;23423
2016;57601;4;14;3530;1;18813;698574;4868615,27;15,01688979;2;3;457;3557;52482;250644,9;9,843094155;14541106
2017;57601;3;13;3301;1;19497;650101;4599562,33;13,05666475;2;3;457;3526;48283;225888,1;9,140854696;633690
2018;57601;3;13;3301;1;19811;440828;3167492,8;8,633887658;2;3;457;3243;52017;247611,8;10,66783428;94687
2019;57601;3;13;3301;1;20065;605378;4495095,57;11,71807917;2;3;457;3300;52490;252070,7;10,57937656;14541106
2020;57601;3;13;3301;1;10283;168162;1229004,69;6,363859641;2;3;457;1920;20821;104102;7,213433942;4460
2010;74501;5;9;1582;;6943;271292;1763117,1;23,80629372;1;3;412;3638;135769;913403,6;27,34213261;1039397
2011;74501;6;17;2974;1;14054;393894;2765252,9;16,54998032;1;3;412;1878;43071;255875,3;16,460108;10706072
2012;74501;4;13;2166;1;15065;434442;2999270,5;17,25209852;1;3;412;2396;46077;277804,4;13,89900245;20247
2013;74501;3;12;1966;1;15497;428190;2965845,3;16,52105905;1;3;412;2578;45355;278772,9;12,73744931;10706072
2014;74501;3;12;1966;1;17220;472742;3176398,6;16,51074186;1;3;412;3110;48864;296649,1;11,43041608;17798
2015;74501;3;12;1966;1;17989;476181;3270193,4;16,19477631;1;3;412;3841;50480;293330;9,557727881;511598
2016;74501;3;12;1966;1;17629;488390;3354457,4;16,8209885;1;3;412;3655;52391;306468,5;10,32219041;285268
2017;74501;3;12;1966;1;17523;476412;3277308,3;16,70182937;1;3;412;3637;50754;308097,7;10,12748653;633690
2018;74501;3;12;1966;1;17663;452246;3143390,3;15,65358492;1;3;412;3663;52576;316920,5;10,44963897;1639558
2019;74501;3;12;1966;1;17454;475347;3378362,3;16,7745749;1;3;412;3701;53171;329171,8;10,48311731;14541106
2020;74501;3;12;1966;1;8651;130334;921557,1;9,136038895;1;3;412;1484;15146;99313,7;7,488899657;14541106
2010;757;20;53;9372;2;65680;2394845;17233279,14;19,86808233;5;14;1819;18262;464490;2679156,6;19,84274129;11826
2011;757;16;44;7741;2;61976;2459323;17550646,56;21,60720692;5;14;1819;18711;464646;2677662,3;19,41221002;106486
2012;757;17;45;7962;2;61592;2326442;16733219,47;20,87603463;7;16;2128;19838;449128;2563500,25;17,65239025;236730
2013;757;17;45;7962;2;61989;2213273;16026340,61;19,50823454;7;16;2128;20217;437085;2440016,2;16,72639674;78084
2014;757;18;48;8395;2;66716;2375994;16618944,47;19,48788082;6;15;1969;19612;425033;2386377,1;16,71743784;95712
2015;757;16;46;7931;2;67482;2228569;15827465,93;18,6678949;6;15;1945;19441;395971;2301032,6;16,20451763;1639558
2016;757;18;62;11004;3;73433;2418117;17656456,6;18,52157636;5;16;2136;23310;592761;3373623,84;19,20045322;187010
2017;757;18;51;8908;2;76302;2529254;18957691,15;18,63503013;7;18;2387;25863;612372;3410942,86;18,0002522;197713
2018;757;17;51;8637;2;78686;2512686;19122996,12;18,26128382;8;19;2537;27153;618284;3405702,39;17,25183419;373130
2019;757;17;51;8756;2;79609;2604342;19777877,64;18,92073008;9;20;2733;28038;668558;3703461,48;17,98949999;1585498
2020;757;16;50;8606;2;37932;727085;5206537,69;11,05188749;9;20;2733;13621;192658;1051136,29;10,66406142;30036
2010;31701;23;81;16151;4;132569;5270047;31641679,81;20,01619056;12;21;2995;24669;806712;3719813,93;24,04093962;948433
2011;31701;23;81;16151;4;134318;5287639;32122365,96;19,6935089;12;21;2995;24857;859019;4004716,6;25,70660169;14541106
2012;31701;23;81;16151;4;135786;4999028;31162000,87;18,71198483;13;22;3247;26794;849317;3964748,72;23,09205478;10706072
2013;31701;23;87;17052;4;138139;4893322;31114873,56;17,96788019;14;27;4081;29599;936071;4417001,21;21,47640952;10706072
2014;31701;23;89;17355;4;149373;5181624;33017880,58;18,02090131;14;27;4069;38123;1252034;6342202,52;23,15238962;10706072
2015;31701;23;91;17303;5;151617;5018548;32840499,42;17,58551706;14;31;4574;44204;1441324;7223043,25;22,78188177;10706072
2016;31701;24;99;18708;6;155183;5123819;34015741,23;17,51748622;15;32;4798;46016;1589741;8020203,07;24,2465159;10706072
2017;31701;24;99;18469;6;169657;5086903;34598805,39;16,10823305;16;33;4969;46373;1549812;7921196,8;23,34866849;10706072
2018;31701;25;101;18918;6;170364;4887057;33697349,41;15,51946738;16;31;4695;43670;1426392;7372450,39;23,13314445;10706072
2019;31701;26;103;18948;6;161405;5074482;36529003,36;17,06755638;16;31;4695;43608;1483020;7774230,71;24,00971385;10706072
2020;31701;25;95;17252;5;73399;1530538;10594627,11;11,40561024;16;31;4695;20710;511395;2663642,94;17,13869475;10706072
2010;37701;10;35;8016;2;54502;1715263;10469362,4;15,55388081;2;8;1287;10696;372744;1756588,7;22,01007963;10706072
2011;37701;10;35;8016;2;53939;1720491;10574087,35;15,79742717;2;8;1287;10950;389981;1846839;22,47106134;10706072
2012;37701;10;35;8016;2;55145;1645243;10086892,2;14,88646203;2;8;1287;11213;372336;1736008,1;20,90634828;10706072
2013;37701;10;35;8016;2;55030;1549080;9633821,08;14,06693499;2;8;1287;11154;373708;1811117,21;21,29750733;10706072
2014;37701;10;35;8016;2;55488;1665248;10459319,48;14,99509468;2;8;1287;11621;372778;1832161,55;20,36293836;10706072
2015;37701;11;36;8293;2;55178;1588438;10271494,85;14,42923494;3;10;1620;13990;400765;2093473,6;17,92764615;10706072
2016;37701;11;36;8293;2;55315;1630270;10366586,25;14,74050563;3;10;1620;13984;433980;2286205,85;19,34051164;10706072
2017;37701;12;37;8459;2;55174;1634934;10563556,33;14,94239952;3;10;1620;13918;425182;2254815,4;19,2718102;10706072
2018;37701;13;46;10263;3;58995;1594129;10181628,79;13,63879655;2;8;1266;11367;353275;1793837,6;19,95114926;10706072
2019;37701;13;47;10412;3;72689;1779874;12091177,84;12,48987319;2;8;1249;11957;382699;1997781,5;20,84300282;26023
2020;37701;13;47;10412;3;36581;556686;3739416,33;7,795676715;2;8;1249;6830;156973;849463,3;14,99639833;10706072
2010;10601;1;10;2126;1;14404;507162;3413751,7;16,83994873;;;;;;;;14541106
2011;10601;1;10;2126;1;14535;539551;3703407;17,65894907;;;;;;;;355543
2012;10601;1;10;2126;1;14760;539291;3613354,5;17,55457699;;;;;;;;187010
2013;10601;1;10;2126;1;15215;497908;3423092,4;15,6178258;;;;;;;;9212
2014;10601;1;10;2126;1;15266;563916;3827527,2;17,55940806;;;;;;;;68462
2015;10601;1;10;2126;1;15231;562114;3754577,7;17,54727047;;;;;;;;68462
2016;10601;1;10;2126;1;19589;558089;3736695;13,54359773;;;;;;;;9931
2017;10601;1;10;2126;1;20554;563910;3853068,76;13,17676649;;;;;;;;14541106
2018;10601;1;14;2438;1;27019;539576;3770795,14;11,29478395;;;;;;;;14541106
2019;10601;1;14;2352;1;28253;586101;4150309,23;12,50486987;;;;;;;;7287
2020;10601;1;14;2352;1;13955;161346;1133350,16;6,953585872;;;;;;;;285268
2010;651;5;22;4228;1;29430;910533;6192310,93;17,42064757;2;7;1095;8730;120905;599883,8;9,210041196;8404
2011;651;5;22;4228;1;29475;928924;6109835,51;17,49657904;2;7;1095;8595;126804;654807,4;9,795589188;225978
2012;651;5;21;3793;1;30296;849212;5682814,41;15,62142673;2;7;1095;8494;117452;600627,55;9,124313843;225978
2013;651;5;21;3793;1;29959;815596;5723841,66;15,23966908;2;7;1095;8649;129613;667280,85;9,940607758;14541106
2014;651;5;21;3793;1;29048;839222;6057542,5;16,0702215;3;8;1212;8408;126071;651528,2;10,2243301;15834
2015;651;5;21;3836;1;29644;817425;5951921,55;15,4210561;3;8;1255;9103;123949;620302,85;9,304537453;10706072
2016;651;5;21;3794;1;31261;806123;5851876,89;14,51056806;3;8;1213;10415;146522;755093,65;9,485699784;2307
2017;651;5;21;3836;1;32643;781284;5727352,86;13,37195471;3;8;1255;10779;143827;727234,15;8,78917338;8392
2018;651;5;21;3839;1;34612;783778;5766785,23;12,53026541;3;8;1258;10516;148746;768739,2;9,271585923;78130
2019;651;5;21;3814;1;34861;824750;6401630,18;13,15365995;3;8;1233;10386;160834;849966,4;10,44283045;3708
2020;651;5;21;3814;1;15879;247268;1804092,99;8,657679442;3;8;1233;5047;61806;333631,45;8,197821554;1585498
2010;59701;3;17;4082;1;24764;813758;5619452,78;13,56824154;1;1;166;451;13811;43167;18,44762643;265892
2011;59701;3;17;4082;1;26110;953137;5598825,87;14,93521196;1;1;166;469;17703;55810,5;22,73871606;32127
2012;59701;3;17;4082;1;26051;854705;5599155,43;13,52006746;1;1;166;462;17383;54088;22,66598863;14541106
2013;59701;3;17;4082;1;25415;746948;4870268,2;12,18158711;1;1;166;432;14366;45385,5;20,03290942;456042
2014;59701;3;17;4082;1;25898;810058;5124009,4;12,89636365;;;;;;;;12857
2015;59701;3;17;4082;1;26419;795741;5138762,6;12,43414866;1;1;166;558;20113;68328;21,71373667;22289
2016;59701;3;17;4082;1;26565;779140;5106452,96;12,103328;1;1;166;576;23588;78436,5;24,66951138;9958
2017;59701;3;17;4082;1;27140;746623;4945015,93;11,34662993;1;1;166;628;26108;96464,1;25,04412555;5216
2018;59701;3;17;4082;1;27819;756872;5490577,1;11,24475868;1;1;166;761;31556;117690,7;24,97981413;67699
2019;59701;3;17;4082;1;26745;730789;5374925,92;11,27188163;1;1;166;775;33033;122037,1;25,67664205;236730
2020;59701;3;17;4082;1;13110;214911;1531826,84;6,767825095;1;1;166;396;12111;46476,3;18,42369478;943354
2010;56501;2;12;2473;;15408;605593;4096632,9;19,31089659;1;5;813;6268;116719;687419,6;11,48705039;3279
2011;56501;2;12;2473;;15777;645350;4436327,5;19,82153706;1;5;813;6223;143066;857610,1;14,19863359;12642
2012;56501;2;12;2473;;16861;624222;4283645,6;17,9826909;1;5;813;6618;118839;714554,9;11,09866916;8119
2013;56501;2;12;2473;;17122;591641;4004646,9;16,77315483;1;5;813;6798;125129;745726,8;11,41129885;135448
2014;56501;2;12;2473;;17237;655274;4333460;18,51201351;1;5;813;6938;122367;738628,5;10,90964043;10421
2015;56501;2;14;2792;1;18572;632005;4248071,9;16,81150962;1;5;813;6972;108567;661336,3;9,662269561;13005
2016;56501;2;14;2792;1;22151;642792;4288833,9;14,51221814;1;5;813;7446;123426;747149,9;10,16766523;9638
2017;56501;2;14;2792;1;21826;662613;4515434,5;15,27371477;1;5;813;6863;117941;729791,8;10,66742763;904359
2018;56501;2;14;2792;1;22395;618825;4250772,6;13,89492333;1;5;813;7119;121720;762783,2;10,52475938;10376
2019;56501;2;14;2792;1;22368;671890;4669181,2;15,10757024;1;5;813;7224;125111;776492,8;10,7121727;7311
2020;56501;2;14;2792;1;10700;205011;1400532,7;9,578731311;1;5;813;3346;45525;283547,5;8,3054054;10706072
2010;3502;1;7;1012;;8883;272309;1729503;21,42180043;;;;;;;;14541106
2011;3502;1;7;1012;;9362;286953;1833434,3;21,32813545;;;;;;;;10706072
2012;3502;1;7;1012;;10979;286483;1801677,8;18,36388286;;;;;;;;5554
2013;3502;1;7;1012;;10985;274470;1736909,8;17,44292458;;;;;;;;82558
2014;3502;1;7;1012;;10571;298590;1840228,6;19,63178325;1;7;1012;10571;298590;1840228,6;19,63178325;10706072
2015;3502;1;7;1012;;10598;283415;1843413,4;18,6042802;1;7;1012;10598;283415;1843413,4;18,6042802;1039397
2016;3502;1;7;1012;;10617;293564;1922466,1;19,3056226;;;;;;;;3334
2017;3502;1;7;1012;;10473;287300;1887065,4;19,11074186;1;7;1012;10473;287300;1887065,4;19,11074186;200530
2018;3502;1;7;1012;;10675;273566;1846254;17,86646813;1;7;1012;10675;273566;1846254;17,86646813;16635
2019;3502;1;7;1012;;11066;280128;1901318,6;17,58803656;1;7;1012;11066;280128;1901318,6;17,58803656;355543
2020;3502;1;7;1012;;5675;79044;516854,5;9,672717928;1;7;1012;5675;79044;516854,5;9,672717928;14541106
2010;556;2;11;1797;1;12648;386990;2503432,8;17,89295115;;;;;;;;10706072
2011;556;2;11;1797;1;12994;407244;2600546,4;18,23631115;;;;;;;;198639
2012;556;2;11;1797;1;13255;391288;2507875,4;17,47279309;1;3;360;1912;45828;239577,7;19,67922705;1639558
2013;556;2;11;1797;1;13486;381017;2401620,3;16,64905703;1;3;360;2046;43791;222893,4;17,46574933;14541106
2014;556;2;11;1797;1;13865;416051;2526069,2;17,88818076;2;11;1797;13865;416051;2526069,2;17,88818076;904359
2015;556;2;11;1797;1;14032;414111;2536187,8;17,68765566;2;11;1797;14032;414111;2536187,8;17,68765566;943354
2016;556;2;11;1797;1;14332;414348;2548788,9;17,45525687;1;3;360;3016;60728;292204;16,72878531;14541106
2017;556;2;11;1797;1;14906;415041;2518215,1;16,8403964;1;3;360;2977;64423;314515,6;18,02899281;948433
2018;556;2;11;1797;1;15166;402366;2441282,2;15,92147801;2;11;1797;15166;402366;2441282,2;15,92147801;4141
2019;556;2;11;1797;1;14896;435247;2694947,4;17,55159155;2;11;1797;14896;435247;2694947,4;17,55159155;10949
2020;556;2;11;1797;1;7423;121666;754667,3;9,761486792;2;11;1797;7423;121666;754667,3;9,761486792;14541106
;;;;;;;;;;;;;;;;;6105
;;;;;;;;;;;;;;;;;4918
;;;;;;;;;;;;;;;;;13808
;;;;;;;;;;;;;;;;;904359
;;;;;;;;;;;;;;;;;3544
;;;;;;;;;;;;;;;;;187010
;;;;;;;;;;;;;;;;;37357
;;;;;;;;;;;;;;;;;14541106
;;;;;;;;;;;;;;;;;10706072
;;;;;;;;;;;;;;;;;7189
;;;;;;;;;;;;;;;;;5616
;;;;;;;;;;;;;;;;;456042
;;;;;;;;;;;;;;;;;10706072
;;;;;;;;;;;;;;;;;6969
;;;;;;;;;;;;;;;;;1639558
;;;;;;;;;;;;;;;;;10706072
;;;;;;;;;;;;;;;;;83311
;;;;;;;;;;;;;;;;;10706072
;;;;;;;;;;;;;;;;;9906
;;;;;;;;;;;;;;;;;569793
;;;;;;;;;;;;;;;;;10400
;;;;;;;;;;;;;;;;;265892
;;;;;;;;;;;;;;;;;265892
;;;;;;;;;;;;;;;;;89490
;;;;;;;;;;;;;;;;;5862
;;;;;;;;;;;;;;;;;26225
;;;;;;;;;;;;;;;;;6695
;;;;;;;;;;;;;;;;;14541106
;;;;;;;;;;;;;;;;;8149
;;;;;;;;;;;;;;;;;7331
;;;;;;;;;;;;;;;;;177103
;;;;;;;;;;;;;;;;;4118
;;;;;;;;;;;;;;;;;4579
;;;;;;;;;;;;;;;;;13877
;;;;;;;;;;;;;;;;;152164
;;;;;;;;;;;;;;;;;2976
;;;;;;;;;;;;;;;;;10706072
;;;;;;;;;;;;;;;;;14541106
;;;;;;;;;;;;;;;;;1639558
;;;;;;;;;;;;;;;;;10029
;;;;;;;;;;;;;;;;;4007
;;;;;;;;;;;;;;;;;34823
;;;;;;;;;;;;;;;;;3071
;;;;;;;;;;;;;;;;;152164
;;;;;;;;;;;;;;;;;14541106
;;;;;;;;;;;;;;;;;511598
;;;;;;;;;;;;;;;;;10706072
;;;;;;;;;;;;;;;;;467133
;;;;;;;;;;;;;;;;;14541106
;;;;;;;;;;;;;;;;;10706072
;;;;;;;;;;;;;;;;;3248
;;;;;;;;;;;;;;;;;12210
;;;;;;;;;;;;;;;;;83311
;;;;;;;;;;;;;;;;;9265
;;;;;;;;;;;;;;;;;8245
;;;;;;;;;;;;;;;;;20919
;;;;;;;;;;;;;;;;;9432
;;;;;;;;;;;;;;;;;14531
;;;;;;;;;;;;;;;;;14531
;;;;;;;;;;;;;;;;;10706072
;;;;;;;;;;;;;;;;;6348
;;;;;;;;;;;;;;;;;15330
;;;;;;;;;;;;;;;;;95721
;;;;;;;;;;;;;;;;;91281
;;;;;;;;;;;;;;;;;5841
;;;;;;;;;;;;;;;;;41248
;;;;;;;;;;;;;;;;;10706072
;;;;;;;;;;;;;;;;;14541106
;;;;;;;;;;;;;;;;;10706072
;;;;;;;;;;;;;;;;;4321
;;;;;;;;;;;;;;;;;10706072
;;;;;;;;;;;;;;;;;467133
;;;;;;;;;;;;;;;;;8685
;;;;;;;;;;;;;;;;;511598
;;;;;;;;;;;;;;;;;511598
;;;;;;;;;;;;;;;;;29102
;;;;;;;;;;;;;;;;;14541106
;;;;;;;;;;;;;;;;;6803
;;;;;;;;;;;;;;;;;14529
;;;;;;;;;;;;;;;;;3208
;;;;;;;;;;;;;;;;;4919
;;;;;;;;;;;;;;;;;904359
;;;;;;;;;;;;;;;;;1039397
;;;;;;;;;;;;;;;;;3739
;;;;;;;;;;;;;;;;;4014
;;;;;;;;;;;;;;;;;15992
;;;;;;;;;;;;;;;;;10031
;;;;;;;;;;;;;;;;;569793
;;;;;;;;;;;;;;;;;4771
;;;;;;;;;;;;;;;;;10706072
;;;;;;;;;;;;;;;;;10706072
;;;;;;;;;;;;;;;;;8954
;;;;;;;;;;;;;;;;;1039397
;;;;;;;;;;;;;;;;;14541106
;;;;;;;;;;;;;;;;;13481
;;;;;;;;;;;;;;;;;13481
;;;;;;;;;;;;;;;;;14541106
;;;;;;;;;;;;;;;;;28791
;;;;;;;;;;;;;;;;;12623
;;;;;;;;;;;;;;;;;948433
;;;;;;;;;;;;;;;;;2462
;;;;;;;;;;;;;;;;;11285
;;;;;;;;;;;;;;;;;10706072
;;;;;;;;;;;;;;;;;28545
;;;;;;;;;;;;;;;;;10706072
;;;;;;;;;;;;;;;;;1039397
;;;;;;;;;;;;;;;;;45883
;;;;;;;;;;;;;;;;;44239
;;;;;;;;;;;;;;;;;22690
;;;;;;;;;;;;;;;;;1639558
;;;;;;;;;;;;;;;;;1639558
;;;;;;;;;;;;;;;;;1639558
;;;;;;;;;;;;;;;;;8119
;;;;;;;;;;;;;;;;;10706072
;;;;;;;;;;;;;;;;;210018
;;;;;;;;;;;;;;;;;14541106
;;;;;;;;;;;;;;;;;1039397
;;;;;;;;;;;;;;;;;9109
;;;;;;;;;;;;;;;;;285268
;;;;;;;;;;;;;;;;;1585498
;;;;;;;;;;;;;;;;;1585498
;;;;;;;;;;;;;;;;;1585498
;;;;;;;;;;;;;;;;;1585498
;;;;;;;;;;;;;;;;;15119
;;;;;;;;;;;;;;;;;24994
;;;;;;;;;;;;;;;;;11641
;;;;;;;;;;;;;;;;;285268
;;;;;;;;;;;;;;;;;3162
;;;;;;;;;;;;;;;;;3846
;;;;;;;;;;;;;;;;;26467
;;;;;;;;;;;;;;;;;633690
;;;;;;;;;;;;;;;;;120350
;;;;;;;;;;;;;;;;;78084
;;;;;;;;;;;;;;;;;23170
;;;;;;;;;;;;;;;;;39188
;;;;;;;;;;;;;;;;;18356
;;;;;;;;;;;;;;;;;3643
;;;;;;;;;;;;;;;;;428909
;;;;;;;;;;;;;;;;;5468
;;;;;;;;;;;;;;;;;10706072
;;;;;;;;;;;;;;;;;14541106
;;;;;;;;;;;;;;;;;5582
;;;;;;;;;;;;;;;;;4844
;;;;;;;;;;;;;;;;;943354
;;;;;;;;;;;;;;;;;38277
;;;;;;;;;;;;;;;;;246511
;;;;;;;;;;;;;;;;;7146
;;;;;;;;;;;;;;;;;285659
;;;;;;;;;;;;;;;;;285659
;;;;;;;;;;;;;;;;;285659
;;;;;;;;;;;;;;;;;633690
;;;;;;;;;;;;;;;;;633690
;;;;;;;;;;;;;;;;;5179
;;;;;;;;;;;;;;;;;10706072
;;;;;;;;;;;;;;;;;14541106
;;;;;;;;;;;;;;;;;8539
;;;;;;;;;;;;;;;;;21641
;;;;;;;;;;;;;;;;;2330
;;;;;;;;;;;;;;;;;4357
;;;;;;;;;;;;;;;;;6328
;;;;;;;;;;;;;;;;;9177
;;;;;;;;;;;;;;;;;9201
;;;;;;;;;;;;;;;;;22807
;;;;;;;;;;;;;;;;;1585498
;;;;;;;;;;;;;;;;;14541106
;;;;;;;;;;;;;;;;;74257
;;;;;;;;;;;;;;;;;9453
;;;;;;;;;;;;;;;;;49438
;;;;;;;;;;;;;;;;;9696
;;;;;;;;;;;;;;;;;14541106
;;;;;;;;;;;;;;;;;2969
;;;;;;;;;;;;;;;;;4945
;;;;;;;;;;;;;;;;;32364
;;;;;;;;;;;;;;;;;3471
;;;;;;;;;;;;;;;;;10706072
;;;;;;;;;;;;;;;;;10706072
;;;;;;;;;;;;;;;;;10604
;;;;;;;;;;;;;;;;;5253
;;;;;;;;;;;;;;;;;16997
;;;;;;;;;;;;;;;;;225978
;;;;;;;;;;;;;;;;;14541106
;;;;;;;;;;;;;;;;;14541106
;;;;;;;;;;;;;;;;;152164
;;;;;;;;;;;;;;;;;5525
;;;;;;;;;;;;;;;;;14541106
;;;;;;;;;;;;;;;;;4938
;;;;;;;;;;;;;;;;;80005
;;;;;;;;;;;;;;;;;14318
;;;;;;;;;;;;;;;;;330871
;;;;;;;;;;;;;;;;;14541106
;;;;;;;;;;;;;;;;;14541106
;;;;;;;;;;;;;;;;;373130
;;;;;;;;;;;;;;;;;128466
;;;;;;;;;;;;;;;;;14541106
;;;;;;;;;;;;;;;;;10706072
;;;;;;;;;;;;;;;;;16856
;;;;;;;;;;;;;;;;;943354
;;;;;;;;;;;;;;;;;10706072
;;;;;;;;;;;;;;;;;1039397
;;;;;;;;;;;;;;;;;467133
;;;;;;;;;;;;;;;;;20735
;;;;;;;;;;;;;;;;;29362
;;;;;;;;;;;;;;;;;29362
;;;;;;;;;;;;;;;;;14541106
;;;;;;;;;;;;;;;;;9030
;;;;;;;;;;;;;;;;;2473
;;;;;;;;;;;;;;;;;26148
;;;;;;;;;;;;;;;;;132722
;;;;;;;;;;;;;;;;;91281
;;;;;;;;;;;;;;;;;4996
;;;;;;;;;;;;;;;;;168098
;;;;;;;;;;;;;;;;;569793
;;;;;;;;;;;;;;;;;10706072
;;;;;;;;;;;;;;;;;3173
;;;;;;;;;;;;;;;;;461101
;;;;;;;;;;;;;;;;;14541106
;;;;;;;;;;;;;;;;;6086
;;;;;;;;;;;;;;;;;3732
;;;;;;;;;;;;;;;;;14541106
;;;;;;;;;;;;;;;;;34694
;;;;;;;;;;;;;;;;;4572
;;;;;;;;;;;;;;;;;17468
;;;;;;;;;;;;;;;;;41934
;;;;;;;;;;;;;;;;;373130
;;;;;;;;;;;;;;;;;904359
;;;;;;;;;;;;;;;;;14541106
;;;;;;;;;;;;;;;;;60716
;;;;;;;;;;;;;;;;;14541106
;;;;;;;;;;;;;;;;;25377
;;;;;;;;;;;;;;;;;9722
;;;;;;;;;;;;;;;;;14541106
;;;;;;;;;;;;;;;;;4543
;;;;;;;;;;;;;;;;;21027
;;;;;;;;;;;;;;;;;2400
;;;;;;;;;;;;;;;;;14541106
;;;;;;;;;;;;;;;;;13673
;;;;;;;;;;;;;;;;;10706072
;;;;;;;;;;;;;;;;;18589
;;;;;;;;;;;;;;;;;5801
;;;;;;;;;;;;;;;;;7323
;;;;;;;;;;;;;;;;;10706072
;;;;;;;;;;;;;;;;;2969
;;;;;;;;;;;;;;;;;35729
;;;;;;;;;;;;;;;;;6751
;;;;;;;;;;;;;;;;;210018
;;;;;;;;;;;;;;;;;8778
;;;;;;;;;;;;;;;;;3627
;;;;;;;;;;;;;;;;;15408
;;;;;;;;;;;;;;;;;904359
;;;;;;;;;;;;;;;;;1639558
;;;;;;;;;;;;;;;;;55791
;;;;;;;;;;;;;;;;;14541106
;;;;;;;;;;;;;;;;;3737
;;;;;;;;;;;;;;;;;14541106
;;;;;;;;;;;;;;;;;14541106
;;;;;;;;;;;;;;;;;14541106
;;;;;;;;;;;;;;;;;4999
;;;;;;;;;;;;;;;;;14541106
;;;;;;;;;;;;;;;;;9853
;;;;;;;;;;;;;;;;;5337
;;;;;;;;;;;;;;;;;569793
;;;;;;;;;;;;;;;;;948433
;;;;;;;;;;;;;;;;;948433
;;;;;;;;;;;;;;;;;1039397
;;;;;;;;;;;;;;;;;4196
;;;;;;;;;;;;;;;;;21762
;;;;;;;;;;;;;;;;;5663
;;;;;;;;;;;;;;;;;10706072
;;;;;;;;;;;;;;;;;8805
;;;;;;;;;;;;;;;;;2889
;;;;;;;;;;;;;;;;;24384
;;;;;;;;;;;;;;;;;943354
;;;;;;;;;;;;;;;;;129705
;;;;;;;;;;;;;;;;;569793
;;;;;;;;;;;;;;;;;14541106
;;;;;;;;;;;;;;;;;10706072
;;;;;;;;;;;;;;;;;27606
;;;;;;;;;;;;;;;;;1639558
;;;;;;;;;;;;;;;;;2488
;;;;;;;;;;;;;;;;;14541106
;;;;;;;;;;;;;;;;;461101
;;;;;;;;;;;;;;;;;24283
;;;;;;;;;;;;;;;;;28707
;;;;;;;;;;;;;;;;;7858
;;;;;;;;;;;;;;;;;14541106
;;;;;;;;;;;;;;;;;10706072
;;;;;;;;;;;;;;;;;4885
;;;;;;;;;;;;;;;;;10706072
;;;;;;;;;;;;;;;;;10706072
;;;;;;;;;;;;;;;;;48824
;;;;;;;;;;;;;;;;;1639558
;;;;;;;;;;;;;;;;;10706072
;;;;;;;;;;;;;;;;;17650
