annee;numDepartement;nbHabitantsDepartement;nbEtablissements;nbEcrans;nbFauteuils;nbMultiplexes;nbSeances;nbEntrees;recettes;tauxOccupation;nbEtablissementsAE;nbEcransAE;nbFauteuilsAE;nbSeancesAE;nbEntreesAE;recettesAE;tauxOccupationAE;populationDepartement
2004;59;2565257;47;156;35208;6;190458;7145941;40046751,94;17,74353287;18;32;5213;37053;969782;4569795;18,66768971;2565257
2005;59;2605238;46;149;33582;6;189783;6601227;37301114,22;16,45319786;18;32;5306;37155;903996;4264347;17,35449849;2605238
2006;59;2605238;45;154;34691;7;197353;6991967;40177739,77;16,65096701;19;44;7951;56286;1293107;6335825;14,61590203;2605238
2007;59;2605238;44;153;34391;7;199452;6616901;38626177,74;15,5482644;19;53;9494;69982;1413376;7139306;12,06129124;2605238
2008;59;2605238;43;150;33758;7;196933;7244706;43092772,52;17,33103066;18;43;7468;52689;1199013;6123114;14,53614265;2605238
2009;59;2605238;44;162;36285;8;200109;7227943;44358800,68;16,89576962;16;40;6962;48829;1105052;5848007;14,39419695;2605238
2010;59;2605238;42;160;35460;8;221264;7585422;47774404,1;16,04950429;18;51;8742;67138;1513548;8409155;14,15313364;2605238
2011;59;2605238;43;165;36098;8;231930;8311822;51002759,61;16,99172382;18;51;8742;67319;1612231;8848893;15,11130194;2605238
2012;59;2605238;43;165;36098;8;239259;7667928;47926400,01;15,15465692;19;52;9047;70303;1528118;8386150;13,74539097;2605238
2013;59;2605238;44;171;37105;8;239652;7049862;43802113,41;13,92871889;19;45;7753;57304;1205758;6355199;13,41747758;2605238
2014;59;2605238;45;178;37988;8;255439;7871919;47738233,37;14,75839571;20;57;9717;75764;1657950;8720056;13,58059944;2605238
2015;59;2605238;45;178;37988;8;264766;7837355;48452813,94;14,36801201;19;52;8974;72246;1521038;8128533;13,15046715;2605238
2016;59;2605238;46;178;37988;8;268730;8002621;49716395,14;14,54867969;21;56;9629;77679;1672783;8816725;13,41925175;2605238
2017;59;2605238;46;178;37988;8;266763;7897741;49640323,22;14,32913829;20;59;9759;86246;1846056;9975666;13,90628189;2605238
2018;59;2605238;46;178;37490;8;270346;7714157;50165512,65;14,00028341;17;51;8759;75457;1549069;8373686;12,7521441;2605238
2019;59;2605238;46;178;37512;8;267820;7794845;51347467,72;14,23253834;17;36;5914;49067;1098543;5627660;15,05950912;2605238
2020;59;2605238;46;178;37506;8;125777;2396394;15630307,61;9,224518033;19;46;7971;31007;498085;2699569;9,875436091;2605238
1966;60;540988;;45;21767;;;1540526;632269,0359;;;;;;;;;540988
1967;60;540988;;43;21011;;;1448001;673151,8987;;;;;;;;;540988
1968;60;540988;;39;19001;;;1375005;657038,4949;;;;;;;;;540988
1969;60;540988;;36;17925;;;1222147;659253,884;;;;;;;;;540988
1970;60;540988;;31;16435;;;1279113;760439,9374;;;;;;;;;540988
1971;60;540988;;29;15540;;;1230991;850695,8535;;;;;;;;;540988
1972;60;606320;;28;15026;;;1291917;1045109,817;;;;;;;;;606320
1973;60;606320;;28;14846;;;1156160;1078355,898;;;;;;;;;606320
1974;60;606320;;28;14155;;;1096233;1156291,495;;;;;;;;;606320
1975;60;606320;;31;14342;;;1047198;1298249,58;;;;;;;;;606320
1976;60;606320;;32;13182;;;1033947;1603966,419;;;;;;;;;606320
1977;60;606320;;34;12574;;;1032839;1814724,288;;;;;;;;;606320
1978;60;606320;;30;10884;;;1111728;2096923,731;;;;;;;;;606320
1979;60;661781;;30;10979;;;1106270;2273349,168;;;;;;;;;661781
1980;60;661781;;28;9684;;;1077636;2776279,543;;;;;;;;;661781
1981;60;661781;;31;9583;;;1298487;3747300,814;;;;;;;;;661781
1982;60;661781;;30;8445;;;1459366;4707744,715;;;;;;;;;661781
1983;60;661781;;33;8719;;;1449247;5036273,567;;;;;;;;;661781
1984;60;661781;;37;8723;;;1353431;4938249,154;;;;;;;;;661781
1985;60;661781;;37;8723;;;1266172;4856671,855;;;;;;;;;661781
1986;60;661781;;40;9255;;;1266274;5075757,324;;;;;;;;;661781
1987;60;725603;;41;9490;;;962171,9387;3937513,992;;;;;;;;;725603
1988;60;725603;;38;8748;;;847311,0064;3639573,431;;;;;;;;;725603
1989;60;725603;;37;8603;;;803880,2208;3495928,306;;;;;;;;;725603
1990;60;725603;;36;8320;;;917416,4836;3990155,668;;;;;;;;;725603
1991;60;725603;;34;7838;;;834357,1643;3772796,306;;;;;;;;;725603
1992;60;725603;17;34;7858;;22997;832766;3837308,12;16,80378819;;;;;;;;725603
1993;60;725603;18;35;8607;;23718;1032855;4914360,98;20,1229092;;;;;;;;725603
1994;60;725603;19;36;8607;;24899;942341;5763093,15;17,82455335;;;;;;;;725603
1995;60;766441;18;35;8726;;23615;976528;4770042,34;18,66069542;;;;;;;;766441
1996;60;766441;18;36;8742;;25756;998764;4971315,6;17,97196323;;;;;;;;766441
1997;60;766441;18;36;8742;;28831;1099525;5474891,12;18,07559388;;;;;;;;766441
1998;60;766441;18;36;8585;;28096;1253006;6424993,68;21,5474948;;;;;;;;766441
1999;60;766441;18;36;8679;;28368;1014109;5085380,59;17,23866888;;;;;;;;766441
2000;60;766441;18;36;8598;;28076;1055344;5396515,01;18,17090823;;;;;;;;766441
2001;60;766441;19;57;13383;2;45709;1375005;7114026,92;13,50633892;;;;;;;;766441
2002;60;766441;21;67;15405;3;59301;1547768;8407957,01;12,41971513;9;18;3806;13413;321246;1469917;12,09820741;766441
2003;60;792975;19;63;14603;3;65882;1595925;9028280,1;11,6544214;6;19;3436;24189;607066;3234915;13,74165065;792975
2004;60;792975;16;58;12641;3;72060;1914707;11125950,37;12,84529185;7;25;4759;27420;747398;4096725;14,64554703;792975
2005;60;821552;16;58;12417;3;71847;1743871;10347980,17;11,83860319;7;25;4659;26510;665686;3705593;13,8453683;821552
2006;60;821552;15;57;12093;3;71437;1900031;11497423,78;12,8241409;8;28;5124;28764;779050;4376153;15,11251799;821552
2007;60;821552;15;57;12093;3;69933;1795284;10992798,18;12,29388993;9;30;5419;29915;740629;4123417;13,73107139;821552
2008;60;821552;15;57;12093;3;72206;1958985;12262429,66;13,03339615;9;29;5344;30914;802211;4598800;14,30661061;821552
2009;60;821552;15;57;12093;3;71016;2023089;13094671,47;13,79836342;7;26;4754;27772;748895;4470705;14,94324661;821552
2010;60;821552;15;57;12093;3;70927;2058349;14065171,58;14,179257;9;30;5446;31423;822105;5036638;14,65067939;821552
2011;60;821552;15;57;12093;3;72857;2188916;14886338,69;14,55898387;9;30;5446;31415;866541;5449314;15,47856236;821552
2012;60;821552;14;51;10770;3;70682;2010608;13666821,53;13,76732532;8;24;4123;29119;793533;4943551;15,85004543;821552
2013;60;821552;15;55;11318;3;71605;1900817;12841852,76;12,95066134;8;24;4123;28720;721249;4432019;14,49288788;821552
2014;60;821552;15;60;11821;3;76099;2171190;14352623,59;14,14530577;9;38;6648;45275;1239262;7914235;14,42172498;821552
2015;60;821552;16;67;13057;3;88591;2200071;14729259,03;13,19873023;9;40;6921;58388;1367200;8923441;13,53988189;821552
2016;60;821552;16;67;13095;3;101232;2465184;16384649,68;13,08240413;11;43;7396;62977;1489879;9576929;13,83188293;821552
2017;60;821552;17;69;13502;3;101061;2440408;16324116,35;12,94475571;10;43;7383;63172;1505488;9846589;14,35833423;821552
2018;60;821552;17;69;12992;3;108380;2334425;15880899,61;11,89161993;10;42;6551;68273;1399335;9160572;12,98705698;821552
2019;60;821552;17;71;13507;3;109812;2485359;17058997,54;12,30284263;10;42;6840;66831;1364117;9013045;12,34798526;821552
2020;60;821552;18;72;13670;3;54634;679601;4614159,5;6,74856556;11;43;7038;33311;384848;2512031;6,980132501;821552
1966;61;288503;;33;13967;;;770766;293218,7628;;;;;;;;;288503
1967;61;288503;;31;13410;;;673383;299655,7701;;;;;;;;;288503
1968;61;288503;;30;13053;;;639394;283694,6629;;;;;;;;;288503
1969;61;288503;;27;11636;;;559198;288509,4602;;;;;;;;;288503
1970;61;288503;;26;11160;;;542520;308699,1983;;;;;;;;;288503
1971;61;288503;;25;10806;;;484570;292889,0156;;;;;;;;;288503
1972;61;293523;;25;10786;;;489344;328164,0412;;;;;;;;;293523
1973;61;293523;;24;10269;;;501739;393830,5407;;;;;;;;;293523
1974;61;293523;;22;9710;;;506825;456574,1352;;;;;;;;;293523
1975;61;293523;;23;10091;;;520083;552460,146;;;;;;;;;293523
1976;61;293523;;24;10023;;;501101;606474,9671;;;;;;;;;293523
1977;61;293523;;24;9992;;;489746;641905,0334;;;;;;;;;293523
1978;61;293523;;24;9886;;;489003;685043,5318;;;;;;;;;293523
1979;61;295472;;27;10141;;;476781;738025,3584;;;;;;;;;295472
1980;61;295472;;25;8968;;;447387;927996,3473;;;;;;;;;295472
1981;61;295472;;23;7826;;;476315;1118536,276;;;;;;;;;295472
1982;61;295472;;24;8044;;;545768;1463828,422;;;;;;;;;295472
1983;61;295472;;27;8446;;;565098;1614233,555;;;;;;;;;295472
1984;61;295472;;25;7148;;;575279;1794147,94;;;;;;;;;295472
1985;61;295472;;24;6637;;;527792;1782553,43;;;;;;;;;295472
1986;61;295472;;23;6429;;;508951;1829874,122;;;;;;;;;295472
1987;61;293204;;22;6104;;;396438,777;1490273,629;;;;;;;;;293204
1988;61;293204;;21;5565;;;345723,4337;1384416,418;;;;;;;;;293204
1989;61;293204;;21;5487;;;327925,1715;1339672,337;;;;;;;;;293204
1990;61;293204;;19;4971;;;342252,8087;1427613,491;;;;;;;;;293204
1991;61;293204;;18;4685;;;317859,6859;1426171,114;;;;;;;;;293204
1992;61;293204;9;16;4141;;8891;286440;1292710,58;13,95530347;;;;;;;;293204
1993;61;293204;9;16;4141;;9434;367524;1685176,64;16,46199878;;;;;;;;293204
1994;61;293204;10;17;4275;;9645;341442;1533050,06;15,0492412;;;;;;;;293204
1995;61;292337;10;17;4275;;10119;354290;1570649,89;15,94188943;;;;;;;;292337
1996;61;292337;9;16;3685;;9658;344126;1562891,46;17,088755;;;;;;;;292337
1997;61;292337;10;18;4336;;10126;359096;1639216,06;17,07231497;;;;;;;;292337
1998;61;292337;10;18;4336;;10084;448733;2200299,84;21,52694292;;;;;;;;292337
1999;61;292337;11;19;4652;;10563;359863;1692673,67;16,21603475;;;;;;;;292337
2000;61;292337;11;19;4652;;10938;378703;1774723,16;16,34451214;;;;;;;;292337
2001;61;292337;11;19;4506;;11427;448012;2162616,1;17,99841313;;;;;;;;292337
2002;61;292337;11;19;4506;;11203;399437;1952381,39;16,33745958;7;12;2652;7700;250734;1132688;14,96840763;292337
2003;61;292879;11;19;4478;;11239;376460;1853645,72;14,86305194;8;16;3358;10428;349601;1722118;16,21226694;292879
2004;61;292879;11;19;4478;;11860;421529;2104652,95;15,35516811;8;16;3358;10597;375573;1887929;16,8997144;292879
2005;61;286618;11;19;4344;;11713;347737;1761430,62;13,51342319;9;17;3714;11541;338141;1718445;13,37482018;286618
2006;61;286618;11;19;4344;;11971;406619;2134255,82;15,31658959;9;17;3714;11942;405898;2144804;15,60838789;286618
2007;61;286618;11;19;4344;;11646;371492;1948461,89;14,3576282;9;17;3714;11464;363413;1917375;14,37040388;286618
2008;61;286618;11;19;4344;;12149;385984;2069100,26;14,15744316;9;17;3714;11967;376638;2031341;14,11211669;286618
2009;61;286618;11;19;4344;;12078;378378;2058513,86;14,42778349;9;17;3714;11824;366445;2001605;14,30260901;286618
2010;61;286618;11;19;4344;;12414;381653;2075814,7;13,97310478;9;17;3714;12147;370983;2031938;13,9327442;286618
2011;61;286618;11;19;4344;;12727;449605;2518197,62;16,09295583;9;17;3714;12385;434025;2449132;16,0533577;286618
2012;61;286618;11;19;4344;;12820;392011;2255778,75;13,82757289;10;18;3994;12882;396191;2286426;14,13733365;286618
2013;61;286618;11;19;4344;;12878;346543;1964082,93;12,02789014;10;18;3994;12759;341135;1939768;12,00941926;286618
2014;61;286618;11;19;4344;;13292;412682;2282305,95;13,80481146;10;18;3994;13161;407205;2259780;13,8271968;286618
2015;61;286618;11;19;4344;;13275;415193;2301708,23;13,91826102;8;13;2655;9622;281997;1527750;14,53211503;286618
2016;61;286618;11;19;4344;;13389;408858;2249328,06;13,74919881;8;13;2655;9677;280200;1517923;14,46392124;286618
2017;61;286618;11;22;4809;;17769;492662;2830070,46;12,91176967;9;17;3610;14681;409358;2325343;13,1518234;286618
2018;61;286618;11;22;4809;;22570;559371;3265434,05;12,20177823;8;16;3120;17761;428451;2508885;13,07184019;286618
2019;61;286618;11;22;4809;;23003;574042;3392190,54;12,26207389;9;17;3610;19187;476060;2805262;12,34598958;286618
2020;61;286618;11;22;4809;;9873;179217;1020206,44;8,682876395;10;21;4459;9739;177417;1012197;8,798578476;286618
1966;62;1397099;;157;98012;;;5506029;1820167,023;;;;;;;;;1397099
1967;62;1397099;;137;88961;;;4840251;1847301,271;;;;;;;;;1397099
1968;62;1397099;;121;80302;;;4241264;1735929,032;;;;;;;;;1397099
1969;62;1397099;;112;75310;;;3446113;1622500,56;;;;;;;;;1397099
1970;62;1397099;;106;72816;;;3387221;1824483,312;;;;;;;;;1397099
1971;62;1397099;;96;66011;;;3272743;1933988,356;;;;;;;;;1397099
1972;62;1402295;;92;62073;;;3401680;2283372,691;;;;;;;;;1402295
1973;62;1402295;;93;59220;;;2882668;2253966,647;;;;;;;;;1402295
1974;62;1402295;;94;57777;;;2993080;2776448,609;;;;;;;;;1402295
1975;62;1402295;;92;54214;;;3076946;3427437,927;;;;;;;;;1402295
1976;62;1402295;;93;50791;;;2673419;3568096,842;;;;;;;;;1402295
1977;62;1402295;;89;45373;;;2317119;3449457,053;;;;;;;;;1402295
1978;62;1402295;;86;39556;;;2460985;4001842,651;;;;;;;;;1402295
1979;62;1412413;;91;34880;;;2361099;4269237,77;;;;;;;;;1412413
1980;62;1412413;;88;31933;;;2251674;5062362,929;;;;;;;;;1412413
1981;62;1412413;;90;30625;;;2577570;6445481,03;;;;;;;;;1412413
1982;62;1412413;;87;28074;;;2818696;7946526,678;;;;;;;;;1412413
1983;62;1412413;;90;28571;;;2690983;8055919,824;;;;;;;;;1412413
1984;62;1412413;;98;30068;;;2488957;7876132,277;;;;;;;;;1412413
1985;62;1412413;;95;27004;;;2092364;7012540,914;;;;;;;;;1412413
1986;62;1412413;;98;25410;;;1924440;6684456,681;;;;;;;;;1412413
1987;62;1433203;;94;23630;;;1471746,807;5389225,25;;;;;;;;;1433203
1988;62;1433203;;86;21340;;;1268547,969;5033388,313;;;;;;;;;1433203
1989;62;1433203;;77;19160;;;1248475,638;5109904,7;;;;;;;;;1433203
1990;62;1433203;;68;15829;;;1346763,31;5685310,728;;;;;;;;;1433203
1991;62;1433203;;67;15358;;;1222307,759;5660974,884;;;;;;;;;1433203
1992;62;1433203;29;69;15324;1;44784;1242428;5711526,99;13,97106871;;;;;;;;1433203
1993;62;1433203;27;67;14616;1;46483;1711674;7834604,36;18,06651665;;;;;;;;1433203
1994;62;1433203;27;67;14616;1;46664;1361773;6226853,34;14,43273041;;;;;;;;1433203
1995;62;1441568;29;77;16601;2;59777;1750903;8293635,34;14,41103385;;;;;;;;1441568
1996;62;1441568;31;79;17018;2;65373;2046798;9620732,74;15,59046546;;;;;;;;1441568
1997;62;1441568;29;78;16135;2;66521;2167980;10289114,09;16,32824289;;;;;;;;1441568
1998;62;1441568;31;91;18161;3;66846;2499854;12275221,54;19,38679702;;;;;;;;1441568
1999;62;1441568;31;97;19346;4;86737;2443497;12214407,19;14,77387688;;;;;;;;1441568
2000;62;1441568;32;124;25244;6;112615;2963830;14923718,98;13,49819135;;;;;;;;1441568
2001;62;1441568;29;116;23063;6;122691;3276566;16619689,36;13,61774996;;;;;;;;1441568
2002;62;1441568;28;111;22053;6;122595;2967915;15936467,89;12,38204647;13;31;5347;28874;698614;3383879;14,83963279;1441568
2003;62;1453387;27;110;21603;6;122676;2693951;15017987,89;11,20072315;10;28;4548;28478;616579;3129268;13,40803031;1453387
2004;62;1453387;26;108;21208;6;127696;2922031;16475311,01;11,90909876;11;31;5162;29835;701346;3581418;14,36534453;1453387
2005;62;1472648;25;105;19600;5;124130;2586529;14696151,3;11,06225875;10;28;4321;29236;608351;3142210;13,44408433;1472648
2006;62;1472648;25;105;19600;5;135134;2928614;16599065,54;11,65931119;10;28;4321;29229;670996;3539095;14,85206612;1472648
2007;62;1472648;23;103;19280;5;135062;2836625;15958233,33;11,27077885;11;39;5792;43717;918723;4736711;14,39661711;1472648
2008;62;1472648;24;104;19484;5;139136;3285339;19012985,75;12,61954925;11;39;5792;44262;1018627;5489279;15,79585278;1472648
2009;62;1472648;23;101;18949;5;138081;3113828;18933612,88;12,13594396;8;32;4450;41285;920403;5126239;15,66303483;1472648
2010;62;1472648;22;98;18335;5;139936;3228418;20201424,47;12,51360504;8;32;4450;42553;957288;5633537;15,90845602;1472648
2011;62;1472648;22;98;18335;5;141423;3622360;21972247,02;13,96711892;8;32;4450;43411;1060869;6219326;17,4927444;1472648
2012;62;1472648;22;98;18335;5;143377;3315604;20509382,26;12,48365936;9;33;4654;44918;990305;5748883;15,67181055;1472648
2013;62;1472648;22;98;18335;5;140763;2958358;18484551,1;11,29434005;10;35;4986;44477;913411;5180295;14,19569621;1472648
2014;62;1472648;21;99;18486;5;143676;3451269;21481173,75;12,89292622;8;34;4805;44901;1082912;6181371;16,88572069;1472648
2015;62;1472648;23;101;19525;5;147243;3576337;22738354,63;13,09482182;7;31;4450;42852;1011844;5834956;16,61643471;1472648
2016;62;1472648;22;100;19088;5;153672;3726130;23609303,31;13,33543582;8;34;4805;48100;1222310;7002819;17,90446654;1472648
2017;62;1472648;22;100;19299;5;153400;3619397;23195402,07;12,83183031;9;39;5698;56560;1356773;7954215;17,14829373;1472648
2018;62;1472648;22;101;19364;5;158049;3633411;23509075,87;12,5159519;10;41;5967;60041;1329524;7809761;15,4620823;1472648
2019;62;1472648;22;101;18762;5;156291;3626879;23770918,79;12,67709243;10;41;5967;60238;1335416;7879983;15,51824074;1472648
2020;62;1472648;23;110;21015;6;81741;1102136;7119864;7,460795885;10;41;5963;30470;410323;2420519;9,43256736;1472648
1966;63;547743;;40;17329;;;1865839;842296,0651;;;;;;;;;547743
1967;63;547743;;38;16221;;;1799741;914565,7414;;;;;;;;;547743
1968;63;547743;;38;16208;;;1696903;994404,9686;;;;;;;;;547743
1969;63;547743;;35;15196;;;1626331;1079110,826;;;;;;;;;547743
1970;63;547743;;33;14554;;;1682649;1198302,175;;;;;;;;;547743
1971;63;547743;;34;14409;;;1707469;1270635,728;;;;;;;;;547743
1972;63;580033;;34;14118;;;1724033;1442658,741;;;;;;;;;580033
1973;63;580033;;38;14245;;;1655507;1519202,478;;;;;;;;;580033
1974;63;580033;;38;14278;;;1704994;1791557,373;;;;;;;;;580033
1975;63;580033;;40;14167;;;1693108;2060885,241;;;;;;;;;580033
1976;63;580033;;42;14572;;;1727253;2386136,744;;;;;;;;;580033
1977;63;580033;;42;14432;;;1612035;2447632,238;;;;;;;;;580033
1978;63;580033;;46;14796;;;1642625;2743762,32;;;;;;;;;580033
1979;63;594365;;47;14331;;;1717554;3209280,791;;;;;;;;;594365
1980;63;594365;;57;15276;;;1718960;4245854,073;;;;;;;;;594365
1981;63;594365;;62;15092;;;2015756;5792706,839;;;;;;;;;594365
1982;63;594365;;67;15128;;;2102746;6831254,793;;;;;;;;;594365
1983;63;594365;;65;14594;;;2055722;7237789,215;;;;;;;;;594365
1984;63;594365;;65;14487;;;1971359;7204884,924;;;;;;;;;594365
1985;63;594365;;62;13663;;;1777872;6819409,352;;;;;;;;;594365
1986;63;594365;;62;13665;;;1747556;7079514,004;;;;;;;;;594365
1987;63;598213;;51;11415;;;1378203,39;5868584,409;;;;;;;;;598213
1988;63;598213;;50;10683;;;1110627,687;5005866,092;;;;;;;;;598213
1989;63;598213;;49;10246;;;1091126,917;5157296,581;;;;;;;;;598213
1990;63;598213;;42;8482;;;1101234,966;5341199,794;;;;;;;;;598213
1991;63;598213;;42;8488;;;1045218,158;5313272,861;;;;;;;;;598213
1992;63;598213;20;40;7350;;34804;1002289;5002317,78;16,54179998;;;;;;;;598213
1993;63;598213;18;37;6465;;38029;1238512;6012976,56;18,57254469;;;;;;;;598213
1994;63;598213;18;37;6465;;38335;1164440;5954497,35;17,59007884;;;;;;;;598213
1995;63;604266;19;38;6870;;37865;1185883;6136087,89;17,96205392;;;;;;;;604266
1996;63;604266;19;38;6658;;41066;1231817;6392321,55;17,45138493;;;;;;;;604266
1997;63;604266;19;38;6758;;42160;1288379;6842104,78;17,84368242;;;;;;;;604266
1998;63;604266;19;38;6614;;40939;1431400;7837597,36;20,87640045;;;;;;;;604266
1999;63;604266;20;39;6929;;42217;1216996;6624007,44;17,05066755;;;;;;;;604266
2000;63;604266;19;49;8932;1;46314;1287820;6968558,82;16,00613886;;;;;;;;604266
2001;63;604266;18;48;8450;1;62887;1691314;9410268,19;15,14791825;;;;;;;;604266
2002;63;604266;18;48;8450;1;60657;1667658;9510439,29;15,54809898;12;24;4227;23678;537487;2732448;13,23957109;604266
2003;63;623463;18;48;8450;1;62643;1548301;9225698,92;14,03592062;12;21;3918;17167;361583;1799017;11,00237372;623463
2004;63;623463;18;48;8446;1;60900;1779872;10795485,68;16,72438246;13;22;4109;16980;407078;2048625;12,37847397;623463
2005;63;647501;18;48;7783;1;61264;1518647;9357064,1;14,99404394;11;20;3004;16167;321346;1611599;11,75787442;647501
2006;63;647501;17;49;8069;1;64529;1649666;10444897,69;14,94848841;13;26;3876;25781;498326;2679788;12,31790754;647501
2007;63;647501;18;50;8159;1;60347;1529861;9693147,97;15,06885813;14;27;4109;21562;430825;2340217;13,35760175;647501
2008;63;647501;17;48;7491;1;64384;1568252;9927499,12;15,22176479;14;26;3531;24768;439245;2384433;13,55596959;647501
2009;63;647501;17;48;7491;1;62441;1665618;10234314,29;16,78785724;14;26;3531;24094;446532;2363670;14,23535784;647501
2010;63;647501;17;48;7491;1;62327;1720082;11054215,11;17,40863559;13;25;3407;24045;448966;2435016;14,16036104;647501
2011;63;647501;17;48;7491;1;62964;1754358;11229197,39;17,47673673;13;24;3339;22813;453437;2451942;14,84427712;647501
2012;63;647501;17;48;7491;1;62344;1627652;10592889,82;16,31886419;11;18;2429;15577;270094;1340794;13,10232752;647501
2013;63;647501;18;56;8869;1;63925;1619182;10370099,55;15,84262634;10;21;2787;22353;360497;1964332;12,43389373;647501
2014;63;647501;18;56;8869;1;80710;1801491;11412341,73;13,89365788;9;20;2440;22770;351779;1893173;12,34194924;647501
2015;63;647501;18;56;8907;1;80765;1789729;11493645,1;13,81932687;11;22;3225;24140;349770;1850677;10,44387281;647501
2016;63;647501;18;56;8719;1;77532;1876520;12069622,49;15,26112015;12;25;3390;28563;499769;2755907;12,83903659;647501
2017;63;647501;19;68;11106;2;94276;1852034;11984055,24;11,97385429;11;24;3419;28152;465568;2580050;12,20023705;647501
2018;63;647501;19;70;11454;2;104834;1820372;11680212,44;10,50977342;12;27;3962;28563;456034;2533537;11,36821186;647501
2019;63;647501;19;70;11454;2;106374;1898932;12335597,7;10,87302339;12;27;3962;32805;553753;3171727;11,75972782;647501
2020;63;647501;19;70;11453;2;52469;559740;3730396,33;6,439187959;12;27;3961;16085;184339;1067981;7,832886745;647501
