"ANNEE";"INDICEFREQUENTATION"
2010;8.82869924570694912534103675172524474402
2010;
2010;18.04762304438326730678842409185523400255
2010;4.28800752994571734337326095645783101461
2010;8.89498189342990170719089498189342990171
2010;9.60736720438212975526408362229257751646
2010;12.8562015503875968992248062015503875969
2010;0.9298757267846859732877602957293853212713
2010;
2010;0.4211009336227740421100933622774042110093
2010;6.52739341600125723094883519049293930119
2010;6.93320155886393585106681245969663834917
2010;7.85954600001437163613891623491876432672
2010;0.4207862748851454823889739663093415007657
2010;8.45838349278759847092863629643709476441
2010;0.7770918415803969987653148447145977775667
2010;0.2600189742410303587856485740570377184913
2010;9.54379907556941582669710976220972322771
2010;7.54984849051662863342186973925404960533
2010;5.4438754333350871346977907948812384176
2010;9.44519961370966272480457717607186457973
2010;4.15444344801942299700343402086659813207
2010;9.47989890080065137739177636042882344959
2010;4.02232704847310428718935204175448026139
2010;0.7664985979647450665473071707850080962599
2010;7.25989149017829105753462893827849691218
2010;11.1726419293489256666531784890543438676
2010;0.6516086500740292442532772800466870562298
2010;16.13368551952001016619920304259819005346
2010;6.6303565784126315155711425862094916989
2010;0.6752626724777112682424001302059786245185
2010;8.42943311193969461372308573349351692199
2010;1.54344534560264791840279815490792145448
2010;14.06552860401811789858825863190028543405
2010;11.95269794204855708540058127587117987259
2010;12.22752720277913353047572564669403692113
2010;4.7220957129870480545079790824730205305
2010;1.47726714180388301794052592774637503072
2010;9.77154481963221631319279810341513423464
2010;3.24194675374677371055370969811912672722
2010;6.76750568902322511160908159188423923428
2010;11.38332706766917293233082706766917293233
2010;4.39902262828003824498034632954424731754
2010;3.26955462805874454864327570594419059713
2010;3.02571573009791400595998297147722435079
2010;6.73263940520446096654275092936802973978
2010;10.41629219581026809942472593075002713557
2010;0.5183593128102702155066359833847133573589
2010;14.22194657404888042382240432785415899742
2010;8.55485425294679834342147180630774131889
2010;12.21321150071614237971460399978780966527
2010;6.35959462436660057281339502092972020269
2010;1.30761024940794947835548633483390582663
2010;8.64043351246077830273740397446532260973
2010;0.7405335835257890685142417244033872209392
2010;0.9076435216252845432176739167620626587192
2010;1.1100147758988671810868494500082088327
2010;7.41880897602614117568603914507685639025
2010;0.2801392432521769670175293619394890970881
2010;1.48168818947038218225545041041459716631
2010;6.29446032001763743205772867185048884517
2010;6.94263714807583296592555268627574478806
2010;0.9305739489573746941707256851698053915737
2010;2.23276539670797114851118919918624005918
2010;10.08843070336638462004483127688362042852
2010;1.87474195441013494426215258914796062496
2010;
2010;9.09405635589381172420041677992208027544
2010;10.87878513282890066905290501865192635887
2010;5.02752682100508187464709203839638622247
2010;12.27289325041364751526216694243167684144
2010;1.48758608191373686118158753171438927148
2010;0.6398261138204205927135512059492022861178
2010;9.46332024358317682545102726082749985772
2010;1.63142158195161728730633324272900244632
2010;0.3781791275686947163084787946053206874517
2010;8.21560139849555780902362609919631911126
2010;0.3877879451337038492486760605550253560134
2010;15.5763187405742864385733497750718609957
2010;7.81072543842903914795831997666033950562
2010;8.73514587696653840533826895913496663582
2010;3.0560121164994458210263046417566603028
2010;4.74316827997021593447505584512285927029
2010;5.86158876795024238543858044452574773621
2010;10.33384390955506929248723559445660102115
2010;4.96992632553645476871049559160996819518
2010;3.6463138881014694345742331450118991898
2010;11.72801916726024736126400310820436443696
2010;8.80509503695881731784582893347412882788
2010;0.9228799735706468997129937436765707914352
2010;4.67964938887860567593549041969440944835
2010;10.48637500466609429243346149538989883908
2010;4.98007147581309539004211967557406913196
2010;1.89368219082504796790511076225361939648
2010;7.00667774848102716955175971569414192365
2010;2.19929054428555592506374016184458485755
2010;6.65026640706066152895500810297186694804
2010;0.2371034351053925664223818958726218042062
2010;8.45977331999278298095691111584955795758
2010;1.68885378202443945334805283794586775286
2010;0.7432117150657731447009183420203524447754
2010;1.47683557226426406961481745555897651958
2010;0.5855256006087618219371670833786281117513
2010;1.35480089248572401013500737435238059222
2010;6.23481029749313650479319501327692515415
2010;8.32395614495798319327731092436974789916
2010;2.43412317434378510877336329281993667654
2010;0.4680631595651828929619931762278822502579
2010;1.23582219594542031646258926765515846467
2010;14.57682782553829166338039277545547756132
2010;7.24609766575970213375340111699842474581
2010;3.40184569229765864475314680753929433249
2010;2.82489365090197684205737164175709183557
2010;3.66067213239586770566286773104551107952
2010;0.8504718075643901307138989867739190966045
2010;6.17703681651285104693857298799245807284
2010;5.81532208182380489529027127330564637271
2010;3.36206303956652716281514728776207517034
2010;6.66796058802225049450702525003946769685
2010;4.29274229490212211594501011347663615482
2010;0.672892318589349288896344759454975861619
